track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Lie to Me,Cam M.,33,Lie to Me,2019-11-02,The Edge of Indie Poptimism,pop,indie poptimism,0.568,0.365,10,-8.463,0,0.0345,0.804,0,0.127,0.288,120.05,228168
Stockholm,Atlas Genius,52,Inanimate Objects,2015-08-28,Indie Poptimism,pop,indie poptimism,0.568,0.746,7,-5.437,1,0.0462,0.0054,0,0.162,0.409,125.04,191640
Carry Your Throne,Jon Bellion,54,The Definition,2014-09-23,indie poptimism,pop,indie poptimism,0.568,0.846,10,-5.227,1,0.068,0.466,0.000406,0.0901,0.398,80.019,203631
Diamonds,Echosmith,56,Lonely Generation,2020-01-10,The Pulse of Indie Poptimism,pop,indie poptimism,0.568,0.922,6,-3.817,1,0.0473,0.0059,4.64E-05,0.104,0.654,118.98,202687
Girl,The Internet,67,Ego Death,2015-06-26,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.568,0.42,7,-11.169,0,0.276,0.536,0.124,0.101,0.453,79.89,415613
Never Give Up,Sia,67,"Never Give Up (From ""Lion"" Soundtrack)",2016-11-18,Electropop Hits  2017-2020,pop,electropop,0.568,0.936,6,-2.961,0,0.053,0.00497,0.0138,0.12,0.605,91.009,221987
breathin,Ariana Grande,78,Sweetener,2018-08-17,Electropop 2019,pop,electropop,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37E-05,0.213,0.364,100.049,198160
Winter Sound - Bonus Track,Of Monsters and Men,0,Beneath The Skin (Deluxe),2015-06-05,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,indie poptimism,0.569,0.737,7,-4.7,1,0.032,0.000644,0.000194,0.0663,0.437,127.145,220840
Witness,Katy Perry,52,Witness (Deluxe),2017-06-09,Post Teen Pop,pop,post-teen pop,0.569,0.614,6,-8.808,0,0.0566,0.0356,0.000175,0.106,0.122,119.764,250507
Beast,Tungevaag,52,Beast,2016-09-09,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.569,0.789,11,-4.607,1,0.123,0.564,0,0.294,0.603,160.014,198012
Deja Vu (Initial D),Tsuko G.,61,Deja Vu (Initial D),2017-05-20,Dr. Q's Prescription Playlist,pop,post-teen pop,0.569,0.957,0,-9.433,0,0.0419,0.116,0,0.199,0.702,154.071,250942
Side Effects,Carlie Hanson,61,Side Effects,2019-11-22,The Sound of Indie Poptimism,pop,indie poptimism,0.569,0.726,4,-5.343,1,0.178,0.1,0,0.244,0.373,185.946,188664
Addicted To You,Avicii,69,True,2013-01-01,ELECTROPOPı,pop,electropop,0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12E-06,0.086,0.303,128.031,148387
Breezeblocks,alt-J,72,An Awesome Wave,2012-05-28,Indie/Jazz Poptimism,pop,indie poptimism,0.569,0.645,5,-7.368,1,0.0387,0.118,0.00114,0.146,0.247,74.985,227080
Blind Spot,Darkly,0,Blind Spot,2015-10-23,Indie Poptimism!,pop,indie poptimism,0.57,0.581,11,-10.617,1,0.0462,0.0274,2.87E-05,0.115,0.365,119.93,268000
"Lover, Always",Luke Robert White,45,"Lover, Always",2019-11-26,The Edge of Indie Poptimism,pop,indie poptimism,0.57,0.293,0,-13.768,1,0.0293,0.237,0.00112,0.132,0.104,120.963,245793
Dreams Of You (feat. Rae Morris),Icarus,48,Dreams Of You (feat. Rae Morris),2019-10-04,Dance Room,pop,dance pop,0.57,0.965,6,-4.881,0,0.0348,0.00108,0.523,0.201,0.148,123.008,291785
Nothin' But A Good Time - Remastered 2006,Poison,50,Nothing But A Good Time,2009-01-01,80's Songs | Top Ż 80s Music Hits,pop,electropop,0.57,0.973,1,-2.771,1,0.0763,0.0182,0,0.203,0.557,129.073,223667
Flaws,Bastille,51,Bad Blood,2013-01-01,Dr. Q's Prescription Playlist,pop,post-teen pop,0.57,0.657,8,-6.987,1,0.0356,0.405,1.86E-06,0.0723,0.41,144.247,218800
Reasons Not To Die - Demo,Ryn Weaver,53,Reasons Not To Die (Demo),2018-09-14,The Sound of Indie Poptimism,pop,indie poptimism,0.57,0.376,4,-9.932,1,0.0302,0.73,0,0.127,0.248,130.147,220629
Cruel,St. Vincent,55,Strange Mercy,2011-09-12,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.57,0.704,1,-8.32,1,0.0314,0.0104,0.446,0.0905,0.437,115.037,214987
Get Got,Death Grips,58,The Money Store,2012-04-20,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.57,0.993,7,-3.757,1,0.337,0.00628,0.00796,0.0876,0.405,87,171867
Mean,Taylor Swift,62,Speak Now,2010-01-01,post teen pop,pop,post-teen pop,0.57,0.747,4,-3.978,1,0.0426,0.445,0,0.219,0.808,164.004,237747
Daylight,Matt and Kim,65,Grand,2009-01-20,Indie Poptimism,pop,indie poptimism,0.57,0.798,9,-4.92,1,0.0323,0.102,0.000128,0.178,0.671,103.303,171333
Light,San Holo,68,Light,2017-02-10,Dance Pop,pop,dance pop,0.57,0.763,1,-4.137,1,0.0573,0.0857,2.49E-06,0.0932,0.43,150.088,239853
Light,San Holo,68,Light,2017-02-10,ELECTROPOPı,pop,electropop,0.57,0.763,1,-4.137,1,0.0573,0.0857,2.49E-06,0.0932,0.43,150.088,239853
Light,San Holo,68,Light,2017-02-10,Indie Poptimism,pop,indie poptimism,0.57,0.763,1,-4.137,1,0.0573,0.0857,2.49E-06,0.0932,0.43,150.088,239853
Crush,David Archuleta,70,David Archuleta,2008-11-11,The Sound of Post-Teen Pop,pop,post-teen pop,0.57,0.664,0,-4.718,0,0.0322,0.00836,1.2E-05,0.0719,0.487,162.084,213520
In Your Eyes (feat. Alida),Robin Schulz,74,In Your Eyes (feat. Alida),2020-01-10,Dance Room,pop,dance pop,0.57,0.672,8,-5.89,0,0.0723,0.177,0,0.0768,0.448,120.019,208222
Trigger,Major Lazer,80,Trigger,2019-10-24,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,pop,post-teen pop,0.57,0.585,8,-7.041,1,0.251,0.128,9.7E-05,0.111,0.378,97.285,171987
lift me from the ground,San Holo,1,worthy / lift me from the ground,2018-08-03,ELECTROPOPı,pop,electropop,0.571,0.688,11,-4.943,0,0.0401,0.523,5.48E-05,0.148,0.346,155.157,260903
Break Me Down,L0uie L0u,3,Break Me Down,2017-12-01,Someone You Loved Lewis Capaldi (Pop Music Mix),pop,post-teen pop,0.571,0.833,3,-6.316,1,0.362,0.196,0,0.256,0.694,75.802,195736
What the Hell,Avril Lavigne,14,Goodbye Lullaby,2011-03-04,¤İ¤ŞPost Teen Pop¤Ş¤İ,pop,post-teen pop,0.571,0.932,6,-3.68,0,0.0576,0.00448,0.00939,0.117,0.864,150.014,220627
Strong,Dropout,30,Strong,2016-06-11,Indie Poptimism,pop,indie poptimism,0.571,0.778,1,-3.721,0,0.124,0.37,9.81E-06,0.143,0.443,119.972,239000
Forget,Twin Shadow,34,Forget,2010-10-18,GTA V - Radio Mirror Park,pop,electropop,0.571,0.821,5,-6.715,1,0.0315,0.455,0.769,0.136,0.535,79.979,230000
Life Time Warranty,Cyberbully Mom Club,39,Amy Locust Whatever,2015-01-21,indie poptimism,pop,indie poptimism,0.571,0.307,4,-17.542,0,0.0383,0.689,0.926,0.128,0.447,129.227,203651
Little Games - St. Lucia Remix,The Colourist,46,Inversions,2013-10-28,The Sound of Indie Poptimism,pop,indie poptimism,0.571,0.728,7,-8.901,0,0.104,0.00293,0.228,0.112,0.571,110.541,273400
Just the Girl,The Click Five,59,Greetings From Imrie House (U.S. Version),2005-08-08,post teen pop,pop,post-teen pop,0.571,0.89,9,-1.6,1,0.0395,0.00509,0,0.0769,0.751,110.958,234147
All Into Nothing,R3HAB,60,All Into Nothing,2018-12-07,Electropop 2019,pop,electropop,0.571,0.763,9,-6.66,1,0.0491,0.0421,0,0.394,0.211,99.953,161400
Better With You,3LAU,63,Better With You,2019-03-01,Dance Pop,pop,dance pop,0.571,0.752,3,-4.872,1,0.0293,0.0196,6.92E-05,0.114,0.25,102.043,192941
So High,Ruben,63,So High,2019-10-11,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.571,0.496,11,-7.36,1,0.0694,0.356,1.21E-06,0.0924,0.238,119.779,219854
Better With You,3LAU,63,Better With You,2019-03-01,2019 in Indie Poptimism,pop,indie poptimism,0.571,0.752,3,-4.872,1,0.0293,0.0196,6.92E-05,0.114,0.25,102.043,192941
Should Have Known Better,Sufjan Stevens,65,Carrie & Lowell,2015-03-31,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.571,0.172,7,-20.7,1,0.0318,0.979,0.275,0.124,0.297,90.972,307698
As Long As You Love Me,Justin Bieber,72,Believe (Deluxe Edition),2012-01-01,post teen pop,pop,post-teen pop,0.571,0.873,0,-3.382,0,0.0997,0.0807,0,0.361,0.613,139.691,229467
Find Me,Sigma,4,Find Me,2016-11-04,Deep-deep Bubble Pop,pop,indie poptimism,0.572,0.797,5,-3.995,0,0.0483,0.064,0,0.105,0.252,135.006,204444
Retaliate,VNV Nation,31,Transnational,2013-10-04,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,pop,electropop,0.572,0.928,11,-5.141,0,0.0651,0.000202,0.722,0.155,0.479,119.989,282827
Locked Inside,Janelle MonĦe,39,The ArchAndroid,2010-05-17,This Is Janelle MonĦe,pop,electropop,0.572,0.629,11,-8.531,1,0.0495,0.0802,0,0.146,0.478,120.037,256813
White Sky,Vampire Weekend,50,Contra,2010-01-11,BALLARE - ĜħÙĜµ,pop,post-teen pop,0.572,0.684,9,-5.64,1,0.0649,0.114,0.00785,0.364,0.908,135.926,178667
Moral of the Story,Ashe,53,Moral of the Story,2019-02-14,2019 in Indie Poptimism,pop,indie poptimism,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48E-06,0.102,0.265,119.812,201084
Stay Young,Mike Perry,57,Stay Young,2017-09-01,Dance Pop Hits,pop,dance pop,0.572,0.713,5,-4.826,1,0.0406,0.0754,0,0.226,0.559,89.996,157005
Stay Young,Mike Perry,57,Stay Young,2017-09-01,ElectroPop,pop,electropop,0.572,0.713,5,-4.826,1,0.0406,0.0754,0,0.226,0.559,89.996,157005
Potential Breakup Song,Aly & AJ,61,Insomniatic,2007-01-01,The Sound of Post-Teen Pop,pop,post-teen pop,0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038,219773
Good Life (with G-Eazy & Kehlani),G-Eazy,65,Good Life (with G-Eazy & Kehlani),2017-03-17,Electropop Hits  2017-2020,pop,electropop,0.572,0.778,1,-5.208,1,0.233,0.00638,0,0.0563,0.54,168.073,225520
SOS - Laidback Luke Tribute Remix / Radio Edit,Avicii,68,SOS (Laidback Luke Tribute Remix),2019-05-17,Pop Remix,pop,dance pop,0.572,0.915,5,-4.451,0,0.0625,0.0111,0,0.339,0.678,123.919,164516
Heaven - David Guetta & MORTEN Remix,Avicii,70,Heaven (David Guetta & MORTEN Remix),2019-08-23,Pop Remix,pop,dance pop,0.572,0.934,6,-5.053,0,0.0446,0.00292,0.0198,0.105,0.204,125.948,215238
WONDERLAND,ATEEZ,72,TREASURE EP.FIN: All To Action,2019-10-08,K-Party Dance Mix,pop,dance pop,0.572,0.964,4,-1.949,0,0.123,0.0503,0,0.372,0.519,129.979,199013
This Is Gospel,Panic! At The Disco,72,"Too Weird To Live, Too Rare To Die!",2013-10-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,indie poptimism,0.572,0.912,7,-4.875,1,0.0707,0.00155,1.2E-06,0.102,0.606,156.073,187187
24 Stunden - Original Mix,SAM,0,Synthetic Adrenaline Music,2006-12-08,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,pop,electropop,0.573,0.945,10,-7.551,0,0.0365,0.000934,0.375,0.287,0.274,139.991,217653
Anywhere We Go,Kaptan,0,Anywhere We Go - Single,2015-06-23,Indie Poptimism!,pop,indie poptimism,0.573,0.901,7,-6.263,1,0.0325,0.0269,0.433,0.0741,0.468,100.018,242005
You'd Gotta Be Alive,St Francis Hotel,0,You'd Gotta Be Alive,2016-12-02,Music&Other Drugs,pop,indie poptimism,0.573,0.591,10,-7.723,0,0.0364,0.0128,0.0409,0.116,0.601,169.975,263567
Breaks,Goldroom,0,West Of The West,2016-09-23,Indie Poptimism,pop,indie poptimism,0.573,0.733,4,-5.799,0,0.0269,0.0106,0.00069,0.121,0.304,107.975,229827
Come Over,Noah Neiman,31,Come Over,2019-10-18,Pop Dance Hits,pop,dance pop,0.573,0.672,1,-5.917,0,0.0886,0.209,0,0.137,0.344,160.137,223687
R U D Y,Houston Kendrick,34,R U D Y,2019-12-27,The Edge of Indie Poptimism,pop,indie poptimism,0.573,0.406,10,-8.788,1,0.0446,0.527,0,0.117,0.213,161.829,183089
Just As I Am,Marshall Marshall,38,Just As I Am,2018-06-29,Christian Dance Party,pop,dance pop,0.573,0.616,8,-6.606,1,0.0487,0.129,1.38E-06,0.108,0.228,131.979,195000
don't tlk,toast,44,don't tlk,2020-01-10,The Edge of Indie Poptimism,pop,indie poptimism,0.573,0.865,9,-7.289,1,0.0397,0.000376,0.627,0.534,0.96,129.983,170077
You Remind Me (feat. Stanaj),Gryffin,51,Gravity Pt. 1,2018-12-14,Electropop 2019,pop,electropop,0.573,0.881,3,-4.688,0,0.0331,0.111,0,0.222,0.419,128.926,217250
Hey Moon,John Maus,54,We Must Become the Pitiless Censors of Ourselves,2011-06-28,Ultimate Indie Presents... Best Indie Tracks of the 2010s,pop,dance pop,0.573,0.639,0,-7.143,1,0.0247,0.784,0.633,0.0923,0.24,89.575,248707
Como un lobo (Dueto 2007),Miguel Bosİ,55,Papito (Deluxe),2007,ELECTROPOP EN ESPAOL,pop,electropop,0.573,0.887,9,-5.844,1,0.0356,0.0266,4.15E-06,0.0911,0.764,159.937,211973
Die Happy,DREAMERS,61,LAUNCH FLY LAND,2019-04-26,2019 in Indie Poptimism,pop,indie poptimism,0.573,0.873,0,-3.838,1,0.0297,0.000431,0,0.403,0.842,102.012,186903
Sweet Nothing (feat. Florence Welch),Calvin Harris,71,18 Months,2012-10-26,Pop Inglİs (2020 - 2010s) Mşsica En Inglİs 2010s,pop,dance pop,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560
like that,Bea Miller,73,aurora,2018-02-23,The Sound of Post-Teen Pop,pop,post-teen pop,0.573,0.441,6,-5.799,0,0.0758,0.186,0,0.61,0.389,61.657,185547
Scars To Your Beautiful,Alessia Cara,73,Know-It-All (Deluxe),2015-11-13,Intro to Post-Teen Pop,pop,post-teen pop,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,230227
like that,Bea Miller,73,aurora,2018-02-23,Electropop,pop,electropop,0.573,0.441,6,-5.799,0,0.0758,0.186,0,0.61,0.389,61.657,185547
like that,Bea Miller,73,aurora,2018-02-23,Indie Poptimism,pop,indie poptimism,0.573,0.441,6,-5.799,0,0.0758,0.186,0,0.61,0.389,61.657,185547
Scars To Your Beautiful,Alessia Cara,73,Know-It-All (Deluxe),2015-11-13,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop,indie poptimism,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,230227
Malibu,Miley Cyrus,77,Younger Now,2017-09-29,ELECTROPOPı,pop,electropop,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64E-05,0.0813,0.343,139.934,231907
Scars To Your Beautiful,Alessia Cara,77,Know-It-All (Deluxe),2016-03-11,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,230227
Take on Me,a-ha,83,Hunting High and Low,1985-06-01,BALLARE - ĜħÙĜµ,pop,post-teen pop,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280
Take on Me,a-ha,83,Hunting High and Low,1985-06-01,Electropop 80/90s,pop,electropop,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280
You're the Inspiration,Laura Tain,14,I Know Who You Are,2015-04-20,80's Songs | Top Ż 80s Music Hits,pop,electropop,0.574,0.26,6,-15.35,0,0.0372,0.425,3.59E-06,0.163,0.305,73.003,217547
You Said,Olmos,30,You Said,2019-09-20,a taste of the mainstream,pop,post-teen pop,0.574,0.664,1,-6.229,1,0.274,0.169,0,0.211,0.543,74.946,195200
La Bella y La Bestia,Bely Basarte,37,La Bella y la Bestia (Beauty and the Beast) [Banda Sonora Original en Castellano/Edici³n Deluxe],2017-03-17,Post teen pop,pop,post-teen pop,0.574,0.41,10,-8.7,1,0.0398,0.848,0,0.104,0.333,114.952,149000
Till The End,Swanky Tunes,42,Till The End,2016-08-19,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.574,0.922,4,-3.104,1,0.0476,0.42,0.000189,0.146,0.232,108.005,195653
Hungover You,Hazey Eyes,45,Hungover You,2019-01-30,a taste of the mainstream,pop,post-teen pop,0.574,0.581,1,-6.529,1,0.132,0.147,0.000169,0.141,0.368,111.901,184186
85%,Loote,65,lost,2019-06-14,2019 in Indie Poptimism,pop,indie poptimism,0.574,0.651,7,-7.585,1,0.046,0.346,0,0.149,0.368,140.017,174107
Easy,Camila Cabello,73,Romance,2019-12-06,"post-teen alternative, indie, pop (large variety)",pop,post-teen pop,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55E-06,0.0966,0.355,128.073,194686
Mirrors,Justin Timberlake,77,The 20/20 Experience (Deluxe Version),2013-03-15,Pop Inglİs (2020 - 2010s) Mşsica En Inglİs 2010s,pop,dance pop,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484147
Mirrors,Justin Timberlake,77,The 20/20 Experience (Deluxe Version),2013-03-15,Post-teen pop,pop,post-teen pop,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484147
Easy,Camila Cabello,78,Easy,2019-10-11,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,pop,post-teen pop,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55E-06,0.0966,0.355,128.073,194686
Speechless (feat. Erika Sirola),Robin Schulz,78,Speechless (feat. Erika Sirola),2018-11-16,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,pop,post-teen pop,0.574,0.728,1,-4.777,1,0.062,0.0161,1.42E-06,0.0851,0.266,125.047,214942
Speechless (feat. Erika Sirola),Robin Schulz,78,Speechless (feat. Erika Sirola),2018-11-16,Electropop 2019,pop,electropop,0.574,0.728,1,-4.777,1,0.062,0.0161,1.42E-06,0.0851,0.266,125.047,214942
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,82,Close To Me (feat. Swae Lee),2018-10-24,Electropop 2019,pop,electropop,0.574,0.758,1,-5.029,0,0.0621,0.0969,0,0.395,0.492,144.111,182623
No Scrubs (feat. Jon Santana),Cappa,1,No Scrubs (feat. Jon Santana),2015-11-05,Chillout & Remixes ,pop,indie poptimism,0.575,0.485,8,-9.247,0,0.0302,0.153,0.523,0.0934,0.345,172.17,214894
Careless Whisper,George Michael,2,Ladies & Gentlemen...The Best of George Michael,1998-11-09,80's Songs | Top Ż 80s Music Hits,pop,electropop,0.575,0.634,2,-8.822,0,0.0348,0.144,1.68E-06,0.314,0.79,153.217,300093
Crazy For Your Love,Radiology,31,Crazy For Your Love,2018-12-14,Pop Dance Hits,pop,dance pop,0.575,0.793,1,-6.165,0,0.0678,0.174,0.000113,0.139,0.241,128.144,150391
On Your Mind,Quentyn,34,On Your Mind (feat. Josha Daniel),2019-08-16,Electro Pop | Electropop,pop,electropop,0.575,0.885,1,-5.045,0,0.0308,0.00221,0.704,0.19,0.217,115.007,204522
Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix,Afrojack,55,Forget The World (Deluxe),2014-01-01,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.575,0.89,2,-3.169,1,0.0416,0.034,3.23E-06,0.047,0.206,128.041,278174
Something Real,Armin van Buuren,58,Balance,2019-10-25,Dance Room,pop,dance pop,0.575,0.808,1,-4.578,1,0.0439,0.0446,0,0.0693,0.232,127.922,179531
Kamikaze,WALK THE MOON,59,What If Nothing,2017-11-10,Indie Poptimism,pop,indie poptimism,0.575,0.694,1,-5.675,1,0.0709,0.0158,0,0.108,0.442,77.539,196533
minimal,ROLE MODEL,61,minimal,2019-05-03,2019 in Indie Poptimism,pop,indie poptimism,0.575,0.679,1,-4.442,1,0.0432,0.547,0,0.34,0.204,169.886,163340
Something Real,Armin van Buuren,65,Something Real,2019-07-12,Dance Pop,pop,dance pop,0.575,0.808,1,-4.578,1,0.0439,0.0446,0,0.0693,0.232,127.922,179531
Shallow - Radio Edit,Lady Gaga,78,A Star Is Born Soundtrack (Without Dialogue),2018-10-05,indie poptimism,pop,indie poptimism,0.575,0.33,7,-6.557,1,0.031,0.416,0,0.0872,0.277,95.801,217213
Best Friend,Rex Orange County,81,Best Friend,2017-01-25,indie poptimism,pop,indie poptimism,0.575,0.714,6,-5.247,1,0.0596,0.395,0,0.115,0.32,144.982,262231
No Way Out - Radio Edit,Vicetone,1,No Way Out,2015-02-02,Indie Poptimism,pop,indie poptimism,0.576,0.864,0,-4.287,0,0.0527,0.0832,0,0.241,0.425,126.021,206814
Panda,Desiigner,6,New English,2016-06-26,Electropop Hits  2017-2020,pop,electropop,0.576,0.766,10,-4.943,0,0.449,0.028,1.68E-06,0.366,0.236,144.833,246761
Calling Me,Aquilo,39,Calling Me,2015-05-11,Indie Poptimism!,pop,indie poptimism,0.576,0.399,9,-9.617,0,0.0287,0.487,0,0.103,0.111,119.992,213133
Back in My Life,Alice DJ,45,Back in My Life,1999,90s Dance Hits,pop,dance pop,0.576,0.828,0,-8.883,1,0.0327,0.000223,0.822,0.35,0.479,137.968,212493
Mother - 8 Mix,Smallpools,47,Mother (8 Mix),2017-11-17,Indie Poptimism,pop,indie poptimism,0.576,0.75,4,-6.948,1,0.0275,0.00665,0.000441,0.0661,0.659,95.018,237474
jasmine (demo),Jai Paul,49,jasmine (demo),2012-04-09,GTA V - Radio Mirror Park,pop,electropop,0.576,0.291,10,-9.919,0,0.108,0.773,0.908,0.205,0.201,89.529,253612
Made In The USA,Demi Lovato,59,Demi,2013-01-01,¤İ¤ŞPost Teen Pop¤Ş¤İ,pop,post-teen pop,0.576,0.86,8,-3.913,1,0.0394,0.000875,0,0.316,0.594,87.461,196093
Ain't My Fault,Zara Larsson,69,So Good,2017-03-17,indie poptimismşğ,pop,indie poptimism,0.576,0.782,6,-4.825,0,0.0296,0.00778,0,0.285,0.355,141.153,224031
Panda,Desiigner,74,New English,2016-06-26,10er Playlist,pop,electropop,0.576,0.766,10,-4.943,0,0.449,0.028,1.68E-06,0.366,0.236,144.833,246761
Poppin' Champagne,All Time Low,0,"So Wrong, It's Right (Deluxe Version)",2008-08-04,Pop Punk | Post-Hardcore,pop,post-teen pop,0.577,0.885,2,-3.226,1,0.0589,0.0248,0,0.388,0.555,123.013,199987
Hourglass,Imitating Aeroplanes,0,Hourglass,2017-07-28,Electro Pop | Electropop,pop,electropop,0.577,0.592,7,-7.259,0,0.029,0.35,0.655,0.163,0.262,124.973,208748
Miss You,Gabrielle Aplin,0,Miss You,2016-11-09,Deep-deep Bubble Pop,pop,indie poptimism,0.577,0.761,9,-5.388,1,0.0382,0.188,0,0.103,0.366,100.806,197685
See Through,The Band CAMINO,14,Daphne Blue / See Through,2019-05-14,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",pop,indie poptimism,0.577,0.811,2,-5.123,1,0.075,0.0394,0,0.11,0.666,92.002,181421
Waiting For Love,Avicii,16,Stories,2015-10-02,Pop Warmup 130 BPM,pop,dance pop,0.577,0.741,6,-3.83,0,0.0501,0.298,0,0.142,0.581,128.081,230613
Waiting For Love,Avicii,16,Stories,2015-10-02,ELECTROPOP,pop,electropop,0.577,0.741,6,-3.83,0,0.0501,0.298,0,0.142,0.581,128.081,230613
Love Again,Matt Strike,28,Love Again,2018-04-27,Pop Dance Hits,pop,dance pop,0.577,0.839,11,-0.993,1,0.0473,0.0375,0,0.0947,0.295,147.01,228265
Primadonna,Skogsr,34,Primadonna,2013-12-22,Indie Poptimism,pop,indie poptimism,0.577,0.879,3,-4.889,1,0.0463,0.561,0.869,0.0883,0.769,98.094,278571
Oh Baby,Martin Mix,37,Oh Baby,2019-09-27,Pop Dance Hits,pop,dance pop,0.577,0.975,2,-2.841,1,0.0656,0.0434,0.000166,0.19,0.416,126.076,160000
Weight Of It All,Handsome Ghost,39,Steps,2015-03-10,indie poptimism,pop,indie poptimism,0.577,0.572,1,-8.908,1,0.114,0.141,4.02E-05,0.209,0.394,166.099,205707
Outside,TENDER,48,Outside,2016-08-03,Music&Other Drugs,pop,indie poptimism,0.577,0.52,3,-8.237,0,0.0376,0.172,0.00167,0.098,0.432,74.952,250493
Come Clean,Hilary Duff,55,Metamorphosis,2003-01-01,The Sound of Post-Teen Pop,pop,post-teen pop,0.577,0.892,8,-5.121,0,0.0675,0.016,6.39E-05,0.299,0.454,118.096,214560
Call You Mine - Asketa & Natan Chaim Remix,The Chainsmokers,58,Call You Mine - The Remixes,2019-07-19,Dance Room,pop,dance pop,0.577,0.844,7,-3.364,1,0.0406,0.00407,6.13E-06,0.499,0.283,115.066,183653
You'll Always Find Your Way Back Home,Hannah Montana,58,Hannah Montana The Movie,2009-01-01,¤İ¤ŞPost Teen Pop¤Ş¤İ,pop,post-teen pop,0.577,0.906,8,-3.673,1,0.0583,0.0304,0,0.189,0.692,152.946,224187
